,Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
27,2006-12-18 03:00:00,18.596,8.866,14743.91,84.0,0.0,34.0,0.0,275.93333540000003
28,2006-12-18 04:00:00,61.58,4.8,14730.42,250.6,0.0,4.0,753.0,269.33333
29,2006-12-18 05:00:00,17.61,7.316,14715.19,77.6,0.0,28.0,0.0,265.499997
30,2006-12-18 06:00:00,36.6,6.774,14742.26,156.0,0.0,5.0,0.0,604.9999993
31,2006-12-18 07:00:00,147.026,9.18,14457.74,613.2,5.0,27.0,678.0,1740.433327
32,2006-12-18 08:00:00,124.928,4.4239999999999995,14272.82,523.6,748.0,2.0,1041.0,291.1333289
33,2006-12-18 09:00:00,97.76,5.1099999999999985,14244.28,409.0,310.0,29.0,1036.0,254.3333271
34,2006-12-18 10:00:00,78.578,3.17,14344.83,325.6,0.0,0.0,1050.0,259.6333376
35,2006-12-18 11:00:00,93.716,7.639999999999999,14386.26,388.2,0.0,31.0,1056.0,474.9333272
36,2006-12-18 12:00:00,105.364,5.2379999999999995,14554.8,434.8,0.0,0.0,1081.0,675.0666666
37,2006-12-18 13:00:00,100.924,7.589999999999999,14517.25,416.4,0.0,32.0,1042.0,608.066671
38,2006-12-18 14:00:00,103.982,2.9579999999999997,14531.79,425.8,0.0,0.0,1043.0,690.03334
39,2006-12-18 15:00:00,107.058,6.244,14545.41,438.6,0.0,31.0,1079.0,674.299999
40,2006-12-18 16:00:00,116.958,12.266,14542.84,485.8,0.0,0.0,1079.0,870.299992
41,2006-12-18 17:00:00,129.294,5.867999999999999,14323.75,539.6,0.0,20.0,1047.0,1087.899997
42,2006-12-18 18:00:00,144.15200000000002,4.7459999999999996,14200.11,605.0,0.0,15.0,1015.0,1372.5333374
43,2006-12-18 19:00:00,156.87,12.046,14119.75,671.4,0.0,546.0,0.0,2068.500003
44,2006-12-18 20:00:00,183.034,7.221999999999999,14071.460000000001,782.8,0.0,30.0,795.0,2225.566667
45,2006-12-18 21:00:00,130.184,4.303999999999999,14255.45,554.4,0.0,0.0,223.0,1946.733328
46,2006-12-18 22:00:00,104.328,6.478,14412.69,435.0,0.0,531.0,0.0,1207.7999923
47,2006-12-18 23:00:00,92.836,7.95,14559.56,396.0,0.0,1219.0,0.0,328.2666522
48,2006-12-19 00:00:00,50.228,5.569999999999999,14524.27,212.6,0.0,58.0,489.0,290.1333273
49,2006-12-19 01:00:00,21.182,4.552,14508.5,94.2,0.0,15.0,44.0,294.0333333
50,2006-12-19 02:00:00,19.634,6.343999999999999,14746.77,87.8,0.0,38.0,0.0,289.2333341
51,2006-12-19 03:00:00,18.498,4.38,14667.789999999999,81.8,0.0,10.0,0.0,298.3000003
52,2006-12-19 04:00:00,19.669999999999998,6.148,14651.19,90.0,0.0,43.0,0.0,284.8333367
53,2006-12-19 05:00:00,18.4,4.252,14584.55,82.8,0.0,10.0,0.0,296.6666688
54,2006-12-19 06:00:00,47.78,6.4079999999999995,14521.78,208.0,0.0,41.0,0.0,755.3333369000001
55,2006-12-19 07:00:00,107.138,5.066,14365.57,452.6,0.0,0.0,444.0,1341.63334
56,2006-12-19 08:00:00,232.742,7.345999999999999,14168.78,992.4,561.0,1571.0,1026.0,721.0333369
57,2006-12-19 09:00:00,97.066,5.247999999999999,14374.34,417.8,278.0,862.0,196.0,281.7666603
58,2006-12-19 10:00:00,26.228,7.545999999999999,14538.34,116.6,0.0,85.0,0.0,352.1333333
59,2006-12-19 11:00:00,139.298,5.072,14419.5,591.8,0.0,2061.0,0.0,260.6333292
60,2006-12-19 12:00:00,25.84,7.961999999999999,14577.52,115.4,0.0,175.0,0.0,255.6666667
61,2006-12-19 13:00:00,18.028,4.906,14616.15,77.6,0.0,37.0,0.0,263.4666639
62,2006-12-19 14:00:00,18.128,7.132,14816.75,80.0,0.0,45.0,0.0,257.1333318
63,2006-12-19 15:00:00,25.282,4.851999999999999,14504.44,108.4,0.0,10.0,133.0,278.3666644
64,2006-12-19 16:00:00,82.328,5.5,14562.86,336.8,0.0,43.0,1082.0,247.1333358
65,2006-12-19 17:00:00,126.69,8.666,14316.4,530.6,0.0,10.0,1046.0,1055.5000095999999
66,2006-12-19 18:00:00,132.282,6.1979999999999995,14258.43,555.4,0.0,44.0,1038.0,1122.700014
67,2006-12-19 19:00:00,110.526,4.3759999999999994,14464.8,456.2,0.0,3.0,699.0,1140.100004
68,2006-12-19 20:00:00,176.43200000000002,14.241999999999999,14479.69,748.8,0.0,1614.0,0.0,1326.533352
69,2006-12-19 21:00:00,86.572,6.39,14452.2,380.6,0.0,747.0,0.0,695.866668
70,2006-12-19 22:00:00,43.2,8.76,14560.76,180.8,0.0,70.0,0.0,649.9999983
71,2006-12-19 23:00:00,23.022,4.026,14797.63,95.0,0.0,10.0,0.0,373.6999979
72,2006-12-20 00:00:00,27.59,8.76,14748.68,119.2,0.0,43.0,0.0,416.8333285
73,2006-12-20 01:00:00,15.52,3.4,14628.32,66.8,0.0,10.0,0.0,248.6666673
74,2006-12-20 02:00:00,47.062,7.4159999999999995,14734.05,194.6,0.0,42.0,476.0,266.3666672
75,2006-12-20 03:00:00,18.602,4.108,14769.05,80.6,0.0,10.0,42.0,258.0333332
76,2006-12-20 04:00:00,17.34,5.846,14786.02,74.8,0.0,28.0,0.0,260.9999997
77,2006-12-20 05:00:00,15.761999999999999,4.632,14687.73,67.2,0.0,12.0,0.0,250.7000008
78,2006-12-20 06:00:00,17.016,3.9939999999999998,14644.44,70.8,0.0,0.0,0.0,283.6000028
79,2006-12-20 07:00:00,91.598,11.538,14598.9,386.2,0.0,31.0,280.0,1215.633335
80,2006-12-20 08:00:00,175.056,5.292,14387.54,732.2,0.0,577.0,1057.0,1283.6000064
81,2006-12-20 09:00:00,83.13199999999999,6.501999999999999,14587.37,337.59999999999997,0.0,32.0,1086.0,267.53333200000003
82,2006-12-20 10:00:00,90.61800000000001,2.8299999999999996,14434.83,375.0,0.0,194.0,1063.0,253.299997
83,2006-12-20 11:00:00,173.544,9.911999999999999,14430.79,724.4,0.0,1510.0,1062.0,320.39999770000003
84,2006-12-20 12:00:00,85.262,4.327999999999999,14556.38,349.6,0.0,5.0,1081.0,335.0333278
85,2006-12-20 13:00:00,85.704,6.609999999999999,14548.06,352.8,0.0,28.0,1080.0,320.3999978
86,2006-12-20 14:00:00,77.694,5.56,14642.07,319.2,0.0,3.0,995.0,296.900004
87,2006-12-20 15:00:00,16.868,4.286,14743.15,74.2,0.0,12.0,0.0,269.1333341
88,2006-12-20 16:00:00,28.105999999999998,6.55,14646.81,124.2,0.0,19.0,0.0,449.4333314
89,2006-12-20 17:00:00,34.41,4.6419999999999995,14575.24,142.6,0.0,0.0,0.0,573.4999977
90,2006-12-20 18:00:00,170.21,9.478,14354.44,713.6,0.0,31.0,631.0,2174.833333
91,2006-12-20 19:00:00,194.918,5.262,14204.39,822.6,0.0,0.0,1031.0,2217.633336
92,2006-12-20 20:00:00,214.528,15.932,14180.71,908.2,0.0,31.0,1027.0,2517.466666
93,2006-12-20 21:00:00,218.764,9.629999999999999,14159.54,924.2,0.0,0.0,1024.0,2622.066659
94,2006-12-20 22:00:00,183.538,5.286,14331.63,765.1999999999999,0.0,22.0,1049.0,1987.9666770000001
95,2006-12-20 23:00:00,142.906,9.203999999999999,14543.47,587.2,0.0,8.0,1079.0,1294.76668
96,2006-12-21 00:00:00,92.152,9.331999999999999,14605.55,379.4,0.0,0.0,1088.0,447.8666712
97,2006-12-21 01:00:00,83.878,7.31,14621.89,341.2,0.0,31.0,1091.0,275.9666624
98,2006-12-21 02:00:00,76.494,2.3579999999999997,14619.22,309.0,0.0,0.0,1032.0,242.9000017
99,2006-12-21 03:00:00,18.156,7.191999999999999,14674.03,80.0,0.0,30.0,0.0,272.6000039
100,2006-12-21 04:00:00,14.803999999999998,2.55,14684.41,61.2,0.0,0.0,0.0,246.73333350000001
101,2006-12-21 05:00:00,17.442,6.35,14636.97,75.8,0.0,23.0,0.0,267.6999985
102,2006-12-21 06:00:00,17.74,3.1899999999999995,14691.03,73.2,0.0,8.0,0.0,287.6666667
103,2006-12-21 07:00:00,76.828,5.029999999999999,14477.619999999999,322.2,0.0,0.0,0.0,1280.466673
104,2006-12-21 08:00:00,93.782,9.18,14369.67,395.6,0.0,30.0,305.0,1228.033342
105,2006-12-21 09:00:00,154.548,3.102,14308.66,646.8,666.0,562.0,1046.0,301.8000071
106,2006-12-21 10:00:00,106.062,4.247999999999999,14382.36,444.2,569.0,31.0,890.0,277.7000036
107,2006-12-21 11:00:00,31.009999999999998,6.47,14012.1,138.2,0.0,0.0,0.0,516.8333333
108,2006-12-21 12:00:00,49.147999999999996,7.87,14560.45,215.0,0.0,460.0,0.0,359.1333294
109,2006-12-21 13:00:00,101.294,3.8699999999999997,14507.87,423.6,0.0,1192.0,233.0,263.2333387
110,2006-12-21 14:00:00,61.434,7.109999999999999,14599.17,260.2,0.0,72.0,500.0,451.90000829999997
111,2006-12-21 15:00:00,18.444,2.7419999999999995,14574.38,81.8,0.0,10.0,0.0,297.3999994
112,2006-12-21 16:00:00,81.604,5.814,14394.38,337.4,0.0,43.0,1037.0,280.0666647
113,2006-12-21 17:00:00,105.158,8.882,14101.1,452.0,0.0,10.0,719.0,1023.6333384
114,2006-12-21 18:00:00,146.598,7.1899999999999995,14033.66,625.0,0.0,42.0,1006.0,1395.300001
115,2006-12-21 19:00:00,131.828,5.6659999999999995,14100.03,561.4,281.0,10.0,702.0,1204.1333260000001
116,2006-12-21 20:00:00,146.242,15.075999999999999,14070.02,626.4,249.0,36.0,257.0,1895.3666640000001
117,2006-12-21 21:00:00,58.936,2.6579999999999995,14298.73,246.2,0.0,2.0,515.0,465.2666644
118,2006-12-21 22:00:00,16.816,5.608,14571.99,72.4,0.0,12.0,0.0,268.2666673
119,2006-12-21 23:00:00,16.226,5.367999999999999,14721.02,70.4,0.0,19.0,0.0,251.4333324
120,2006-12-22 00:00:00,16.016,4.748,14740.69,68.6,0.0,0.0,0.0,266.9333336
121,2006-12-22 01:00:00,16.32,5.561999999999999,14667.23,70.4,0.0,31.0,0.0,241.000003
122,2006-12-22 02:00:00,16.058,4.756,14810.27,68.6,0.0,0.0,0.0,267.6333322
123,2006-12-22 03:00:00,16.432,5.612,14747.57,70.4,0.0,31.0,0.0,242.8666658
124,2006-12-22 04:00:00,15.856,4.335999999999999,14721.57,68.2,0.0,0.0,0.0,264.2666676
125,2006-12-22 05:00:00,48.41,5.044,14707.16,199.8,0.0,23.0,534.0,249.8333303
126,2006-12-22 06:00:00,28.778,5.1659999999999995,14718.56,122.0,0.0,8.0,0.0,471.6333304
127,2006-12-22 07:00:00,103.392,6.363999999999999,14455.74,432.4,0.0,0.0,224.0,1499.199997
128,2006-12-22 08:00:00,164.66400000000002,6.481999999999998,14427.02,685.6,667.0,31.0,1063.0,983.4000142
129,2006-12-22 09:00:00,113.778,2.7319999999999993,14372.98,472.2,601.0,0.0,1055.0,240.3000107
130,2006-12-22 10:00:00,80.69800000000001,5.6659999999999995,14380.76,334.2,0.0,30.0,1055.0,259.9666604
131,2006-12-22 11:00:00,75.154,4.842,14300.73,315.6,225.0,0.0,762.0,265.5666624
132,2006-12-22 12:00:00,73.708,23.04,14411.94,331.0,638.0,34.0,0.0,556.466675
133,2006-12-22 13:00:00,40.314,14.868,14441.15,182.4,0.0,0.0,0.0,671.900004
134,2006-12-22 14:00:00,48.934,9.702,14449.87,213.0,0.0,34.0,362.0,419.5666699
135,2006-12-22 15:00:00,87.098,5.922,14511.54,358.4,0.0,0.0,1075.0,376.6333436
136,2006-12-22 16:00:00,94.272,8.313999999999998,14507.69,388.6,0.0,32.0,1074.0,465.2000036
137,2006-12-22 17:00:00,89.80799999999999,5.507999999999999,14330.68,374.6,0.0,0.0,631.0,865.799999
138,2006-12-22 18:00:00,161.218,18.337999999999997,14250.460000000001,683.4,0.0,31.0,234.0,2421.966667
139,2006-12-22 19:00:00,236.29,14.838,14244.36,992.4,0.0,0.0,1036.0,2902.1666410000003
140,2006-12-22 20:00:00,212.164,8.388,14131.83,903.0,469.0,34.0,1021.0,2012.066672
141,2006-12-22 21:00:00,272.92,3.9559999999999995,14108.17,1167.2,551.0,0.0,1005.0,2992.66667
142,2006-12-22 22:00:00,183.904,5.353999999999999,14351.98,779.0,0.0,23.0,0.0,3042.066676
143,2006-12-22 23:00:00,145.15200000000002,7.367999999999999,14515.8,616.0,0.0,8.0,0.0,2411.2000145
144,2006-12-23 00:00:00,101.894,4.947999999999999,14581.22,446.2,0.0,2.0,0.0,1696.2333343
145,2006-12-23 01:00:00,103.368,7.044,14628.75,453.0,0.0,29.0,0.0,1693.8000014
146,2006-12-23 02:00:00,102.04599999999999,4.088,14630.48,450.6,0.0,0.0,0.0,1700.7666695
147,2006-12-23 03:00:00,106.292,6.3999999999999995,14621.22,459.4,0.0,31.0,0.0,1740.533333
148,2006-12-23 04:00:00,113.496,3.861999999999999,14580.36,489.40000000000003,0.0,0.0,124.0,1767.6000046
149,2006-12-23 05:00:00,133.746,6.766,14546.95,571.8,0.0,28.0,424.0,1777.0999944
150,2006-12-23 06:00:00,98.962,4.309999999999999,14548.01,434.4,0.0,3.0,0.0,1646.3666692
151,2006-12-23 07:00:00,241.402,3.332,14266.02,1019.0,0.0,0.0,651.0,3372.366672
152,2006-12-23 08:00:00,251.45000000000002,5.7219999999999995,14346.19,1053.4,0.0,31.0,1050.0,3109.833345
153,2006-12-23 09:00:00,194.784,4.687999999999999,14448.75,811.8,0.0,0.0,1066.0,2180.4000048
154,2006-12-23 10:00:00,178.33,12.176,14348.22,753.6,0.0,31.0,516.0,2425.166662
155,2006-12-23 11:00:00,189.54,6.343999999999999,14262.9,798.2,0.0,0.0,649.0,2509.999994
156,2006-12-23 12:00:00,175.728,5.457999999999999,14325.39,741.0,0.0,10.0,574.0,2344.800001
157,2006-12-23 13:00:00,204.378,9.701999999999998,14391.05,858.8,0.0,21.0,1057.0,2328.3000326
158,2006-12-23 14:00:00,225.478,14.693999999999999,14430.06,945.6,0.0,0.0,1063.0,2694.966644
159,2006-12-23 15:00:00,242.946,19.858,14478.81,1013.8000000000001,0.0,31.0,1070.0,2948.099992
160,2006-12-23 16:00:00,260.946,24.156,14428.61,1093.0,76.0,65.0,1063.0,3145.099983
161,2006-12-23 17:00:00,327.152,12.957999999999998,14018.65,1401.6,971.0,40.0,1005.0,3436.5333490000003
162,2006-12-23 18:00:00,232.764,5.986,14280.03,981.8,0.0,1.0,1041.0,2837.400006
163,2006-12-23 19:00:00,247.07,12.32,14323.76,1038.0,0.0,36.0,1048.0,3033.833377
164,2006-12-23 20:00:00,250.88400000000001,7.485999999999999,14311.13,1055.8,0.0,21.0,1045.0,3115.400001
165,2006-12-23 21:00:00,197.306,14.145999999999999,14315.68,833.6,0.0,13.0,340.0,2935.433337
166,2006-12-23 22:00:00,259.676,17.342,14291.42,1098.6,866.0,30.0,0.0,3431.933329
167,2006-12-23 23:00:00,333.748,7.683999999999999,14392.29,1398.0,756.0,2.0,940.0,3864.46665
168,2006-12-24 00:00:00,241.68,5.4399999999999995,14346.76,1024.8,0.0,30.0,1052.0,2945.999996
169,2006-12-24 01:00:00,196.542,3.1059999999999994,14256.64,841.0,437.0,2.0,1038.0,1798.7000014
170,2006-12-24 02:00:00,138.182,6.223999999999999,14665.96,604.0,461.0,22.0,220.0,1600.0333258
171,2006-12-24 03:00:00,96.406,4.313999999999999,14811.72,440.8,0.0,9.0,0.0,1597.766664
172,2006-12-24 04:00:00,94.566,4.074,14751.97,436.0,0.0,3.0,0.0,1573.1000003
173,2006-12-24 05:00:00,97.914,6.507999999999999,14750.14,452.0,0.0,28.0,0.0,1603.8999943
174,2006-12-24 06:00:00,113.712,3.0399999999999996,14735.45,506.8,0.0,0.0,0.0,1895.1999913
175,2006-12-24 07:00:00,88.584,5.9799999999999995,14567.72,418.2,0.0,31.0,0.0,1445.4000025
176,2006-12-24 08:00:00,85.666,3.1359999999999997,14501.92,395.8,0.0,0.0,0.0,1427.7666785
177,2006-12-24 09:00:00,163.54,5.6339999999999995,14393.39,708.6,0.0,23.0,863.0,1839.6666646
178,2006-12-24 10:00:00,160.52,6.377999999999999,14201.89,682.6,0.0,520.0,1030.0,1125.3333275
179,2006-12-24 11:00:00,125.57600000000001,6.931999999999999,14260.09,528.8,0.0,94.0,1038.0,960.933334
180,2006-12-24 12:00:00,90.0,13.144,14215.94,386.8,0.0,379.0,125.0,995.999997
181,2006-12-24 13:00:00,194.39600000000002,9.54,14237.78,827.2,0.0,1831.0,343.0,1065.933319
182,2006-12-24 14:00:00,82.292,6.563999999999999,14635.68,338.6,0.0,92.0,603.0,676.533333
183,2006-12-24 15:00:00,185.81,14.004,14590.97,769.4,393.0,1837.0,0.0,866.833324
184,2006-12-24 16:00:00,120.428,7.565999999999999,14632.84,498.8,412.0,52.0,579.0,964.133345
185,2006-12-24 17:00:00,101.19,5.869999999999999,14281.22,427.8,0.0,31.0,0.0,1655.499989
186,2006-12-24 18:00:00,30.312,7.163999999999999,14469.38,126.60000000000001,0.0,36.0,0.0,469.2000024
187,2006-12-24 19:00:00,27.242,3.434,14485.19,111.0,0.0,0.0,0.0,454.0333371
188,2006-12-24 20:00:00,28.446,4.522,14516.54,117.4,0.0,0.0,0.0,474.0999982
189,2006-12-24 21:00:00,29.041999999999998,6.037999999999999,14532.49,120.2,0.0,35.0,0.0,449.03333530000003
190,2006-12-24 22:00:00,28.785999999999998,5.1579999999999995,14602.69,118.2,0.0,0.0,0.0,479.76666750000004
191,2006-12-24 23:00:00,29.18,6.13,14585.54,120.80000000000001,0.0,27.0,0.0,459.3333396
192,2006-12-25 00:00:00,59.974000000000004,7.707999999999999,14646.39,248.8,0.0,9.0,177.0,813.5666645
193,2006-12-25 01:00:00,72.40599999999999,6.114,14680.47,295.8,0.0,0.0,693.0,513.7666633
194,2006-12-25 02:00:00,26.28,7.398,14912.18,110.6,0.0,36.0,0.0,402.0
195,2006-12-25 03:00:00,35.398,4.422,14896.91,144.0,0.0,0.0,0.0,589.966663
196,2006-12-25 04:00:00,34.72,3.28,14923.76,140.8,0.0,0.0,0.0,578.66667
197,2006-12-25 05:00:00,37.205999999999996,8.404,14885.68,150.6,0.0,37.0,0.0,583.1000013
198,2006-12-25 06:00:00,15.844,4.148,14820.23,65.4,0.0,0.0,0.0,264.066667
199,2006-12-25 07:00:00,40.608,3.3,14603.53,170.0,0.0,9.0,20.0,647.7999966
200,2006-12-25 08:00:00,156.666,11.328,14543.95,647.4,0.0,26.0,637.0,1948.099997
201,2006-12-25 09:00:00,89.608,10.936,14651.26,367.6,0.0,0.0,0.0,1493.466666
202,2006-12-25 10:00:00,114.94,15.925999999999998,14539.03,475.0,0.0,35.0,0.0,1880.666668
203,2006-12-25 11:00:00,182.67600000000002,9.405999999999999,14500.83,761.8,581.0,0.0,704.0,1759.599995
204,2006-12-25 12:00:00,174.756,19.419999999999998,14463.06,746.8,1359.0,0.0,272.0,1281.600016
205,2006-12-25 13:00:00,133.496,12.174,14537.11,568.2,1122.0,34.0,0.0,1068.933321
206,2006-12-25 14:00:00,107.024,5.304,14730.72,445.4,339.0,0.0,307.0,1137.73334
207,2006-12-25 15:00:00,104.42,9.538,14750.14,430.6,360.0,21.0,575.0,784.3333324
208,2006-12-25 16:00:00,232.37,27.227999999999998,14501.68,978.0,1645.0,14.0,0.0,2213.833329
209,2006-12-25 17:00:00,124.308,17.16,14359.74,525.2,228.0,0.0,262.0,1581.799988
210,2006-12-25 18:00:00,145.384,12.411999999999999,14393.35,608.2,0.0,273.0,390.0,1760.066663
211,2006-12-25 19:00:00,97.77,9.219999999999999,14479.73,406.6,0.0,305.0,0.0,1324.499992
212,2006-12-25 20:00:00,118.628,13.322,14504.08,493.0,0.0,3.0,371.0,1603.133335
213,2006-12-25 21:00:00,230.21200000000002,8.991999999999999,14313.36,968.6,436.0,997.0,1046.0,1357.866662
214,2006-12-25 22:00:00,252.892,4.1739999999999995,14265.63,1064.6,550.0,89.0,341.0,3234.86667
215,2006-12-25 23:00:00,155.534,8.966,14593.08,637.2,0.0,74.0,0.0,2518.233329
216,2006-12-26 00:00:00,145.456,4.441999999999999,14679.94,589.6,0.0,11.0,0.0,2413.266661
217,2006-12-26 01:00:00,144.15800000000002,7.507999999999999,14484.86,593.8,0.0,46.0,0.0,2356.633333
218,2006-12-26 02:00:00,144.656,2.9339999999999997,14704.66,585.8,0.0,11.0,0.0,2399.933333
219,2006-12-26 03:00:00,146.94400000000002,5.026,14731.14,594.6,0.0,10.0,0.0,2439.06667
220,2006-12-26 04:00:00,179.55,7.257999999999999,14692.65,730.2,0.0,47.0,530.0,2415.499998
221,2006-12-26 05:00:00,143.264,3.9879999999999995,14605.48,583.8000000000001,0.0,2.0,0.0,2385.733345
222,2006-12-26 06:00:00,143.292,4.048,14604.3,585.6,0.0,15.0,0.0,2373.199994
223,2006-12-26 07:00:00,188.16400000000002,6.226,14353.18,785.8,0.0,20.0,144.0,2972.06668
224,2006-12-26 08:00:00,141.956,4.786,14342.98,593.8,0.0,0.0,753.0,1612.933358
225,2006-12-26 09:00:00,212.704,6.803999999999999,14237.24,895.6,0.0,553.0,900.0,2092.066679
226,2006-12-26 10:00:00,242.514,3.9139999999999997,14241.1,1019.4,0.0,0.0,1036.0,3005.900006
227,2006-12-26 11:00:00,142.412,3.9639999999999995,14350.76,594.4,0.0,0.0,1052.0,1321.533335
228,2006-12-26 12:00:00,147.882,5.802,14364.87,620.0,0.0,34.0,1054.0,1376.700007
229,2006-12-26 13:00:00,173.208,9.655999999999999,14379.66,726.8,0.0,0.0,1055.0,1831.800004
230,2006-12-26 14:00:00,229.596,10.682,14599.54,949.6,0.0,1563.0,1088.0,1175.600033
231,2006-12-26 15:00:00,157.776,6.05,14718.83,645.0,0.0,38.0,1104.0,1487.6
232,2006-12-26 16:00:00,207.044,14.104,14470.6,864.2,0.0,25.0,1069.0,2356.733315
233,2006-12-26 17:00:00,200.54,6.215999999999999,14272.27,843.6,0.0,46.0,1040.0,2256.333328
234,2006-12-26 18:00:00,194.802,11.01,14365.31,814.2,0.0,10.0,1053.0,2183.699992
235,2006-12-26 19:00:00,182.04,14.677999999999999,14367.21,760.2,0.0,22.0,1054.0,1957.9999950000001
236,2006-12-26 20:00:00,208.74,9.485999999999999,14456.12,870.6,511.0,34.0,1066.0,1867.9999990000001
237,2006-12-26 21:00:00,159.504,5.601999999999999,14451.17,668.6,575.0,10.0,981.0,1092.40001
238,2006-12-26 22:00:00,51.816,6.148,14675.54,225.8,0.0,36.0,0.0,827.599991
239,2006-12-26 23:00:00,46.092,4.77,14791.22,200.0,0.0,0.0,0.0,768.200005
240,2006-12-27 00:00:00,28.977999999999998,6.386,14866.07,132.8,0.0,0.0,0.0,482.9666588
241,2006-12-27 01:00:00,29.608,11.292,14885.55,140.6,0.0,35.0,0.0,458.4666658
242,2006-12-27 02:00:00,28.77,7.669999999999999,15020.55,131.6,0.0,0.0,0.0,479.4999953
243,2006-12-27 03:00:00,26.648,5.835999999999999,14896.02,123.8,0.0,10.0,0.0,434.1333265
244,2006-12-27 04:00:00,28.442,8.793999999999999,14859.64,134.20000000000002,0.0,26.0,0.0,448.0333326
245,2006-12-27 05:00:00,62.192,5.118,14770.67,263.6,0.0,0.0,594.0,442.5333347
246,2006-12-27 06:00:00,28.464,8.712,14866.54,133.2,0.0,28.0,0.0,446.39999720000003
247,2006-12-27 07:00:00,122.992,9.584,14444.52,522.0,0.0,7.0,283.0,1759.866663
248,2006-12-27 08:00:00,129.88400000000001,6.018,14427.18,538.2,0.0,0.0,1064.0,1100.7333214
249,2006-12-27 09:00:00,139.738,8.32,14430.69,580.2,0.0,34.0,1063.0,1231.9666770000001
250,2006-12-27 10:00:00,139.018,4.4319999999999995,14334.4,580.0,0.0,0.0,1049.0,1267.9666612
251,2006-12-27 11:00:00,78.936,3.746,14406.75,324.6,0.0,0.0,1059.0,256.6000064
252,2006-12-27 12:00:00,64.70400000000001,8.768,14449.58,270.8,0.0,35.0,770.0,273.4000037
253,2006-12-27 13:00:00,15.85,4.818,14583.94,71.8,0.0,0.0,0.0,264.1666671
254,2006-12-27 14:00:00,15.83,4.7379999999999995,14713.94,72.6,0.0,2.0,0.0,261.8333357
255,2006-12-27 15:00:00,19.992,10.77,14741.88,94.0,0.0,33.0,0.0,300.2000018
256,2006-12-27 16:00:00,17.808,8.222,14761.34,79.6,0.0,0.0,0.0,296.7999987
257,2006-12-27 17:00:00,30.076,7.266,14462.02,130.6,0.0,20.0,0.0,481.2666708
